madde_id,madde,on_taki
7856,arpası çok gelmek,
7858,arpacıya borç eden ahırını tez satar,
7866,arpalık yapmak,
7875,"arsızın yüzüne tükürmüşler, ""yağmur yağıyor"" demiş",
7883,arsızlık etmek,
7904,art eteğinde namaz kılmak,
7905,ardı arası (veya arkası) kesilmemek (veya gelmemek),
7906,ardı kesilmemek,
7907,ardına (veya arkasına) düşmek,(birinin veya bir işin) 
7908,ardına kadar açık,
7909,"ardında yüz köpek havlamayan kurt, kurt sayılmaz",
7910,ardından atlı kovalamak,
7911,ardından gitmek,
7912,ardından sapan taşı yetişmez,
7913,ardını almak (veya getirmek),
7914,ardını bırakmamak,
7915,ardını kesmek,
7952,artist gibi,
7971,arz etmek,
7981,arzu duymak,
7982,arzusu kalmak,
7983,arzu etmek,
7985,arzuhâl gibi (veya kadar),
8018,asabına dokunmak,
8022,asayiş berkemal,
8051,"asıl azmaz, bal kokmaz",
8052,aslı çıkmak,
8053,aslına bakarsan,
8068,asıntı olmak,
8079,asilik etmek,
8099,asker çıkarmak,
8100,asker etmek (veya eylemek),
8101,asker gibi,
8102,askere alınmak,
8103,askere çağrılmak,
8104,askere gitmek,
8105,asker olmak,
8122,askerlik (veya askerliğini) yapmak,
8127,asker ocağına vermek,
8130,askı olmak,
8131,askıda bırakmak,
8132,askıda kalmak,
8133,askıya almak,
8134,askıya çıkarmak,
8135,askıya çıkmak,
8139,askıntı olmak,
8145,aslan gibi,
8146,aslan kesilmek,
8147,aslan kocayınca sıçan deliği gözetir,
8148,aslan kükrerse atın ayağı kösteklenir (veya tökezlenir),
8149,"aslan postunda, gönül dostunda",
8150,aslan yatağından belli olur,
8151,aslanım!,
8152,aslanın ağzında olmak,(bir şey) 
8178,asıp kesmek,
8179,"astığı astık, kestiği kestik",
8205,astarı yüzünden pahalı olmak (veya pahalıya gelmek),
8206,astar bol olmayınca yüze gelmez,
8207,astar sürmek (veya vurmak veya çekmek),
8258,aş taşınca kepçeye paha olmaz,
8259,"aş tuz ile, tuz oran ile",
8260,"aşı pişiren yağ olur, gelinin yüzü ağ olur",
8261,"aşını, eşini, işini bil",
8263,aşağı almak,
8264,aşağı çekmek,
8265,aşağı düşmek,
8266,aşağı görmek,
8267,aşağı kalır yeri (veya yanı) yok,(birinden veya bir şeyden) 
8268,aşağı kalmamak,(birinden veya bir şeyden) 
8269,aşağı (veya aşağısı) kurtarmaz,
8270,"aşağı tükürsem sakal, yukarı tükürsem bıyık",
8271,aşağı (...) yukarı,(...) 
8272,aşağıdan almak,
8290,aşağı yukarı yürümek (veya dolaşmak),
8301,aşçılık etmek,
8308,aşı vurmak (veya yapmak),
8309,aşı olmak (veya vurulmak veya yapılmak),
8315,"âşık, âlemi kör, dört yanını duvar sanır",
8316,âşık etmek,
8317,âşık olmak,
8318,âşığa Bağdat sorulmaz,
8319,âşığa Bağdat uzak değil,
8320,âşığı kesilmek,(bir şeyin) 
8321,âşığın gözü kördür,
8323,aşık atmak (veya oynamak),
8324,aşık atmak,(biriyle) 
8325,aşık daima bey oturmaz,
8326,aşığı cuk oturmak,
8333,âşıktaşlık etmek,
8353,aşırı gitmek,
8378,aşikâr etmek,
8379,aşikâr olmak,
8382,aşina olmak,
8384,aşinalık göstermek,
8388,"aşk ağlatır, dert söyletir",
8389,aşk olmayınca meşk olmaz,
8390,aşk olsun,
8391,aşk yapmak,
8392,aşka düşmek,
8393,aşka gelmek,
8405,aşure yemeye giden kaşığını taşır,
8413,"at, adımına göre değil adamına göre yürür",
8414,at at oluncaya kadar sahibi mat olur,
8415,at beslenirken kız istenirken,
8416,"at binenin, kılıç kuşananın",
8417,at binicisine göre kişner,
8418,"at bulunur meydan bulunmaz, meydan bulunur at bulunmaz",
8419,at çalındıktan sonra ahırın kapısını kapamak,
8420,at gibi,
8421,at izi it izine karışmak,
8422,at koşturacak kadar,
8423,at koşturmak,(içinde) 
8424,at nalı kadar,
8425,"at olur, meydan olmaz (veya bulunmaz), meydan olur (veya bulunur), at olmaz (veya bulunmaz)",
8426,at oynatmak,
8427,"at ölür, itlere bayram olur",
8428,"at ölür meydan kalır, yiğit ölür şan kalır",
8429,at pazarında eşek osurtmuyoruz!,
8430,"at var, meydan yok",
8431,"at yedi günde, it yediği günde",
8432,at yiğidin yoldaşıdır,
8433,ata arpa yiğide pilav,
8434,"ata binen nalını, mıhını arar",
8435,"ata binersen Allah'ı, attan inersen atı unutma",
8436,"ata da soy gerek, ite de",
8437,"ata dost gibi bakmalı, düşman gibi binmeli",
8438,"ata et, ite ot vermek",
8439,"ata eyer gerek, eyere er gerek",
8440,atı alan Üsküdar'ı geçti,
8441,"atı atasıyla, katırı anasıyla",
8442,"atım tepmez, itim kapmaz deme",
8443,atın bahtsızı arabaya düşer,
8444,"atın dorusu, yiğidin delisi",
8445,atın ölümü arpadan olsun,
8446,"atın ürkeği, yiğidin korkağı",
8447,"atın varken yol tanı, ağan varken el tanı",
8448,atına bakan ardına bakmaz,
8449,atını sağlam kazığa bağlamak,
8450,at ile avrat yiğidin bahtına,
8451,atla arpayı dövüştürmek (veya dalaştırmak),
8452,atla deve değil,
8453,atlar nallanırken kurbağalar ayak uzatmaz,
8454,atlarını itlerini nallamak,
8455,"atlar tepişir, arada eşekler ezilir",
8456,"atta, avratta uğur vardır",
8457,"attan düşene yorgan döşek, eşekten düşene kazma kürek",
8458,attan inip eşeğe binmek,
8460,atadan babadan görmek,
8461,atasını tanımayan Allah'ını tanımaz,
8462,"atalar çıkarayım der tahta, döner dolaşır gelir bahta",
8463,atalar sözünü tutmayanı yabana atarlar,
8464,ata dostu oğula mirastır,
8465,"ata malı mal olmaz, kendin kazanmak gerek",
8472,atak yapmak,
8501,ateh getirmek,
8506,ateş!,
8507,ateş açmak,
8508,ateş almak,
8509,ateş almaya mı geldin?,
8510,ateş bacayı (veya saçağı) sarmak,
8511,ateş basmak,(birine) 
8512,ateş çıkmak,
8513,ateş demekle ağız yanmaz,
8514,ateş düştüğü yeri yakar,
8515,ateş etmek,
8516,ateş gibi,
8517,ateş gibi kesilmek,
8518,ateş gibi yanmak,
8519,ateş kesilmek,
8520,ateş kesmek,
8521,ateş olmayan yerden duman çıkmaz,
8522,ateş olsa cirmi kadar yer yakar,
8523,ateş püskürmek,
8524,ateş saçmak,
8525,ateş vermek,
8526,ateş yağdırmak,
8527,ateşe tutmak,
8528,ateşe vermek,
8529,ateşe vurmak,
8530,ateşe vursa duman vermez,
8531,ateşi başına vurmak,
8532,ateşi çıkmak (veya yükselmek),
8533,ateşi düşmek,
8534,ateşi uyandırmak,
8535,ateşine yanmak,
8536,ateşini almak,
8537,ateşle barut yan yana (veya bir yerde) durmaz,
8538,ateşle oynamak,
8539,ateşler içinde yanmak,
8577,at gözlüğüyle bakmak,(bir şeye) 
8585,alıcı bulmak,
8586,alıcı çıkmak,
8587,alıcı gözüyle bakmak,
8588,alıcı kılığına girmek,
8590,alıcı kuşun ömrü az olur,
8613,alın damarı çatlamış,
8614,alna yazılan başa gelir,
8615,alnı açık yüzü ak,
8616,alnına kara sürmek,
8617,alnında yazılmış olmak,
8618,alnından öpmek,
8619,alnını karışlamak,(birinin) 
8620,alnının akıyla,
8621,alnının kara yazısı,
8631,alın teri dökmek,
8632,alın (veya alnının) teri ile kazanmak,
8637,alın yazısı değişmez,
8642,alışık olmak,
8650,alışkanlık edinmek,
8651,alışkanlık hâline getirmek,
8652,alışkanlığında olmak,(bir şey) 
8653,alışkanlıktan (veya alışkanlığından) kopamamak,
8655,alışkı edinmek,
8657,alışkın olmak,
8664,alışverişi kesmek,
8665,alışverişe çıkmak,
8666,alışveriş yapmak,
8674,"âlim unutmuş, kalem unutmamış",
8696,alkış almak,
8697,alkış kopmak,
8698,alkış toplamak,
8699,alkış tufanı kopmak,
8700,alkış tutmak,
8710,alkol duvarını aşmak,
8716,Allah!,
8717,Allah acısını unutturmasın,
8718,Allah akıl fikir (veya akıllar) versin,
8719,Allah Allah!,
8720,Allah aratmasın,
8721,Allah artırsın,
8722,Allah bağışlasın,
8723,Allah bahtından güldürsün,
8724,"Allah bal mumu yakana bal mumu, yağ mumu yakana yağ mumu verir",
8725,"Allah bana, ben de sana",
8726,Allah belasını versin,
8727,Allah (binbir) bereket versin,
8728,Allah beterinden saklasın (veya esirgesin),
8729,Allah bilir,
8730,Allah bilir ama kul da sezer,
8731,Allah bir dediğinden başka sözüne inanılmaz,
8732,Allah bir yastıkta kocatsın,
8733,Allah büyüktür,
8734,Allah canını alsın,
8735,Allah cezasını vermesin (veya versin),
8736,Allah dağına göre kar verir,
8737,Allah derim,
8738,Allah dirlik düzenlik versin,
8739,Allah dokuzda verdiğini sekizde almaz,
8740,Allah dört gözden ayırmasın,
8741,Allah düşmanıma vermesin,
8742,Allah ecir sabır versin,
8743,Allah eksik etmesin,
8744,Allah eksikliğini göstermesin,
8745,Allah emeklerini eline vermesin,
8746,Allah esirgesin (veya saklasın),
8747,Allah etmesin,
8748,Allah gecinden versin,
8749,Allah göstermesin,
8750,Allah gümüş kapıyı kaparsa altın kapıyı açar,
8751,Allah hakkı için,
8752,Allah Halil İbrahim bereketi versin,
8753,Allah hayırlı etsin,
8754,Allah herkesin gönlüne göre versin,
8755,Allah hoşnut olsun,
8756,Allah için,
8757,Allah iki iyilikten birini versin,
8758,Allah (seni) inandırsın,
8759,Allah iyiliğini (veya layığını) versin,
8760,Allah kahretsin,
8761,"Allah kardeşi kardeş yaratmış, kesesini ayrı yaratmış",
8762,Allah kavuştursun,
8763,Allah kazadan beladan saklasın,
8764,Allah kerim,
8765,Allah kısmet ederse,
8766,Allah korusun (veya saklasın),
8767,Allah kulundan geçmez,
8768,Allah kulunu kısmeti ile yaratır,
8769,Allah kuru iftiradan saklasın,
8770,Allah manda şifalığı versin,
8771,Allah mübarek etsin,
8772,Allah müstahakkını versin,
8773,Allah ne verdiyse,
8774,Allah ömürler versin,
8775,Allah övmüş de yaratmış,
8776,Allah rahatlık versin,
8777,Allah rahmet eylesin,
8778,Allah rızası için,
8779,Allah sabırlı kulunu sever,
8780,Allah sağ gözü (veya eli) sol göze (veya ele) muhtaç etmesin,
8781,Allah selamet versin,
8782,Allah senden razı olsun,
8783,Allah seni (veya sizi) inandırsın,
8784,Allah sevdiğine dert verir,
8785,Allah son gürlüğü versin,
8786,Allah sonunu hayır etsin,
8787,Allah taksiratını affetsin,
8788,Allah tamamına erdirsin (veya eriştirsin),
8789,Allah tekrarına erdirsin,
8790,Allah utandırmasın,
8791,Allah (veya Allah'ı veya Allahları) var,
8792,Allah vere de,
8793,"Allah verince kimin oğlu, kimin kızı demez",
8794,"Allah verirse el getirir, sel getirir, yel getirir",
8795,Allah vermesin,
8796,Allah versin,
8797,Allah yarattı dememek,
8798,Allah yazdı ise bozsun,
8799,Allah yürü ya kulum demiş,
8800,Allah ziyade etsin,
8801,Allah zihin açıklığı versin,
8802,Allah'a bir can borcu var,
8803,Allah'a emanet,
8804,Allah'a emanet ol (veya olun),
8805,Allah'a ısmarladık,
8806,Allah'a (bin) şükür,
8807,Allah'a yalvar,
8808,Allah'ın adamı,
8809,Allah'ın belası,
8810,Allah'ın bildiği kuldan saklanmaz,
8811,Allah'ın binasını yıkmak,
8812,Allah'ın cezası,
8813,Allah'ın emri,
8814,Allah'ın evi,
8815,Allah'ın gazabı,
8816,Allah'ın günü,
8817,Allah'ın hikmeti,
8818,Allah'ın işine bak,
8819,Allah'ın kulu,
8820,Allah'ından bulsun,
8821,Allah'ını seversen,
8822,Allah'tan,
8823,Allah'tan kork!,
8824,Allah'tan korkmaz,
8825,Allah'tan umut kesilmez,
8827,allahlık Ali Bey,
8835,allak bullak etmek,
8836,allak bullak olmak,
8839,allamak pullamak,
8841,allame kesilmek,
8843,allamelik taslamak,
8846,allanıp pullanmak,
8856,al (veya alın) ...,
8857,alaşağı etmek,
8858,al aşağı vur yukarı,
8859,al benden de o kadar,
8860,"al birini, vur ötekine (veya birine)",
8861,al gülüm ver gülüm,
8862,"al kaşağıyı gir ahıra, yarası olan gocunur (veya gocunsun)",
8863,"al malın iyisini, çekme kaygısını",
8864,al sana (veya alın size) bir ... daha,
8865,al takke ver külah,
8866,aldı,
8867,aldı sazı eline,
8868,aldığı abdest ürküttüğü kurbağaya değmemek,
8869,alıp başını gitmek,
8870,alıp götürmek,
8871,alıp satmaz görünmek,
8872,alıp sattığı olmamak,
8873,alıp vereceği olmamak,
8874,alıp verememek,(biriyle) 
8875,alıp vermek,
8876,alıp yürümek,
8877,"alma mazlumun ahını, çıkar aheste aheste",
8878,almadan vermek Allah'a mahsus,
8879,almadığın hayvanın kuyruğunu tutma,
8913,altı alay üstü kalay,
8914,"altı kaval, üstü şişhane (veya şeşhane)",
8915,altı yaş olmak,
8916,altı tutmak,
8917,altına etmek (veya kaçırmak),
8918,altına imza atmak,
8919,altına imza koymak,
8920,altında kalmak,(bir şeyin) 
8921,altında kalmamak,
8922,altından çapanoğlu çıkmak,
8923,altından girip üstünden çıkmak,
8924,altından kalkamamak,
8925,altını çizmek,
8926,altını değiştirmek,
8927,altını ıslatmak,
8928,altını kapatmak,
8929,altını kısmak,
8930,altını üstüne getirmek,
8931,altta kalanın canı çıksın,
8932,altta kalmak,
8933,altta yok üstte yok,
8934,alttan almak,
8935,alt olmak,
8936,alt perdeden konuşmak,
8937,alttan güreşmek,
8938,alt değirmen güçlü akar,
8939,alt etmek,
8941,alt alta üst üste,
8945,alt çenesi oynamak,
8957,altı karış beberuhi,
8958,altı okka etmek,
8959,"altı olur, yedi olur, hep Allah'ın dediği olur",
8960,altıdan yemek,
8967,"altın adı pul oldu, kız adı dul oldu",
8968,altın adını bakır etmek,
8969,altın anahtar her kapıyı açar,
8970,"altın ateşte, insan mihnette belli olur",
8971,altın eli bıçak kesmez,
8972,altın eşik gümüş eşiğe muhtaç olur,
8973,altın gibi,
8974,altın kesmek,
8975,altın leğene kan kusmak,
8976,altın pas tutmaz,
8977,altın top gibi,
8978,altın tutsa toprak olur (veya altına yapışsa elinde bakır kesilir),
8979,"altın yerde paslanmaz, taş yağmurdan ıslanmaz",
8980,altın yere düşmekle pul olmaz,
8981,altın yumurtlayan tavuk,
8982,altının kıymetini sarraf bilir,
9019,altmışaltıya bağlamak,
9032,altüst etmek,
9033,altüst olmak,
9047,alyon kesilmek,
9053,ama ne,
9054,aması maması yok!,
9055,aması var,
9057,amaç edinmek,
9058,amaç gütmek,
9073,aman Allah (veya Allah'ım),
9074,aman bulmak,
9075,aman dedirtmek (veya dedirmek),
9076,aman derim!,
9077,aman dilemek,
9078,aman diyene kılıç kalkmaz,
9079,aman vermek,
9080,aman vermemek,
9081,amana gelmek,
9088,aman zaman bilmemek,
9089,aman zaman dedirtmemek,
9094,ambalaj yapmak,
9104,ambargo koymak,
9105,ambargoyu kaldırmak,
9116,emboli atmak,
9119,"amcamla dayım, hepsinden aldım payım",
9121,amcalık etmek,
9129,ameliyat etmek (veya yapmak),
9130,ameliyat (veya ... ameliyatı) geçirmek,
9131,ameliyat olmak,
9132,ameliyata almak,
9133,ameliyata girmek,
9186,amiyane tabirle (veya tabiriyle),
9188,amma da yaptın ha!,
9206,amorti etmek,
9223,amuda kalkmak,
9226,an meselesi,(...-ması/-mesi)
9227,anı anına uymamak,
9231,ana avrat küfretmek (veya düz veya dümdüz gitmek),
9232,"ana bir, baba ayrı",
9233,"ana gibi yâr olmaz, Bağdat gibi diyar olmaz",
9234,"ana ile kız, helva ile koz",
9235,"ana kızına taht kurar, kız bahtı kocadan arar (veya ana kızına taht kurmuş, baht kuramamış)",
9236,anadan doğmuşa dönmek (veya anadan yeni doğmuş gibi olmak),
9237,anam!,
9238,anam avradım olsun,
9239,anam babam,
9240,anamın (veya anasının) ak sütü gibi (helal olsun),
9241,anamın öleceğini bilseydim kulağı dolu darıya satardım,
9242,"anan güzel idi hani yeri, baban zengin idi hani evi?",
9243,"anan yahşi, baban yahşi",
9244,ananın bahtı kızına,
9245,ananın bastığı yavru incinmez,
9246,anası ağlamak,(birinin) 
9247,"anası turp (veya sarımsak), babası şalgam (veya soğan)",
9248,anası yerinde,
9249,anasına avradına sövmek,
9250,"anasına bak kızını al, kenarına bak bezini al",
9251,anasından doğduğuna bin pişman,
9252,anasından doğduğuna pişman etmek,(birini) 
9253,anasından doğduğuna pişman olmak,
9254,anasından emdiği süt burnundan (fitil fitil) gelmek,
9255,anasından emdiği sütü burnundan getirmek,
9256,anasını ağlatmak,
9257,anasını bellemek,
9258,anasını eşek kovalasın!,
9259,anasını sat! (veya satayım!),
9260,anasının gözü,
9261,anasının ipini satmış (veya pazara çıkarmış),
9262,anasının kızı,
9263,anasının körpe kuzusu,
9264,anasının nikâhını istemek,
9265,anasının oğlu,
9268,ana baba bir,
9269,ana baba eline bakmak,
9270,ana baba yavrusu,
9300,anafora kaptırmak,
9308,anahtar uydurmak,
9309,anahtar vermek,
9310,anahtarı beline takmak,
9332,"analı kuzu, kınalı kuzu",
9334,analık etmek,(birine) 
9335,analık fenalık,
9340,analiz etmek,
9401,"anca beraber, kanca beraber",
9433,angarya (veya angaryasını) çekmek,
9434,angaryaya koşmak,
9483,anız biçmek,
9484,anız bozmak,
9496,anjiyo olmak,
9505,anket yapmak,
9513,anlam çıkarmak,
9514,anlamına gelmek,
9515,anlam vermek,
9518,anladımsa arap olayım,
9519,anlarsın ya!,
9520,anlayalım!,
9521,anlayıp dinlemek,
9522,"anlayana sivrisinek saz, anlamayana davul zurna az",
9526,anlamazlıktan gelmek (veya anlamazlığa vurmak),
9552,anlaşıldı Vehbi'nin kerrakesi,
9555,anlaşmaya varmak,
9556,anlaşma yapılmak,
9560,anlaşmazlık çıkmak,
9561,anlaşmazlığa düşmek,
9576,anlata anlata bitirememek,
9580,anlayış göstermek,
9593,anne olmak,
9596,annelik etmek,(birine) 
9603,anons etmek,
9622,ant içmek,
9623,ant olsun,
9624,ant verdirmek,
9625,ant vermek,
9626,andını bozmak,
9629,antant kalmak,
9658,antikasını bilmek,
9675,antipati duymak,
9677,antipatik bulmak,
9678,antipatik olmak,
9698,antrenman yapmak,
9756,apışıp kalmak,
9766,apoletleri sökülmek,
9768,aportta beklemek,
9781,apse yapmak,
9787,aptal yerine koymak,
9788,aptal olmak,
9797,aptallık etmek,
9798,aptallığa vurmak,
9800,"başın başı, başın da başı var",
9801,başına balta kesilmek (veya olmak),
9802,başına bela açmak,
9803,başına bela almak,
9804,başına bela olmak (veya kesilmek),
9805,başına bir hâl gelmek,
9806,başına dünyanın belasını sarmak,
9807,başına çalmak,(birinin)
9808,başına çalsın!,
9809,başına çıkarmak,
9810,başına çıkmak,
9811,başına çorap örmek,
9812,başına dert açmak,
9813,başına dert olmak (veya kesilmek),
9814,başına devlet (veya talih) kuşu konmak,
9815,başına dikilmek,
9816,başına dikmek,
9817,başına dolamak,
9818,başına ekşimek,(birinin)
9819,başına gaile açmak,
9820,başına geçirmek,
9821,başına geçmek,(birinin)
9822,başına geçmek,(bir şeyin) 
9823,başına gelen başmakçıdır,
9824,başına gelmek,(bir yerin veya bir işin) 
9825,başına gelmek,(birinin) 
9826,başına (...) gelmek,
9827,başına güneş geçmek,
9828,başına iş açmak,
9829,başına iş çıkarmak,
9830,başına iş çıkmak,
9831,başına kâhya kesilmek,(birinin) 
9832,başına kakmak (veya kakınç etmek),
9833,başına kalmak,(birinin) 
9834,başına kan çıkmak,
9835,başına karalar bağlamak,
9836,başına oturmak,(bir işin veya şeyin) 
9837,başına sarmak,
9838,başına taç etmek,
9839,başına taş düşmek (veya yağmak),
9840,başına yıkmak,
9841,"başına vur, ağzından lokmasını al",
9842,başına vurmak,
9843,başında beklemek (veya durmak),(bir şeyin) 
9844,başında değirmen çevirmek,(birinin) 
9845,...-nın başında gelmek (veya yer almak),
9846,başında kavak yeli (veya yelleri) esmek,
9847,başında olmak,(bir yerin) 
9848,başında paralansın,
9849,başında torbası eksik,
9850,başından almak,
9851,başından aşağı kaynar sular dökülmek,
9852,başından atmak,
9853,başından büyük işlere girişmek (veya kalkışmak),
9854,başından geçmek,
9855,başından kalkmak,(bir işin veya şeyin) 
9856,başından korkmak,
9857,başından savmak,
9858,"başını acemi berbere teslim eden, pamuğunu cebinden eksik etmez",
9859,başını ağrıtmak,
9860,başını alıp gitmek,
9861,başını ateşlere yakmak,
9862,başını bağlamak,
9863,başını beklemek,
9864,başını belaya sokmak,
9865,başını bir yere sokmak,
9866,başını bir yere bağlamak,
9867,başını boş bırakmak,
9868,başını çatmak,
9869,başını çıkarmak,
9870,başını derde sokmak,
9871,başını dik tutmak,
9872,başını dinlemek,
9873,başını döndürmek,
9874,başını duman almak,
9875,başını ezmek,
9876,başını gözünü yarmak,
9877,başını istemek,
9878,başını kaldırmamak (veya kaldıramamak),
9879,başını kaşımaya (veya kaşıyacak) vakti olmamak,
9880,başını koltuğunun altına almak,
9881,başını kurtarmak,
9882,başını nâra yakmak,
9883,başını ortaya koymak,
9884,başını taştan taşa vurmak,
9885,başını toplamak,
9886,başını uçurmak,
9887,başını vermek,
9888,başını yakmak,
9889,başını yemek,(birinin) 
9890,başının altında,
9891,başının altından çıkmak,
9892,başının çaresine bakmak,
9893,başının derdine düşmek,
9894,başının etini yemek,(birinin) 
9895,başının gözünün sadakası,
9896,başta (veya başında) bulunmak (veya olmak),
9897,başta taşımak,
9898,baştan aşmak,
9899,baştan çıkarmak,
9900,baştan çıkmak,
9901,baştan kara etmek,
9902,baştan kara gitmek,
9905,başa baş gelmek (veya kalmak),
9911,başak bağlamak (veya tutmak),
9912,başak toplamak,
9926,başarı göstermek (veya kazanmak),
9932,başarısız olmak,
9934,başarısızlığa uğramak,
9940,baş aşağı düşmek,
9941,baş aşağı etmek,
9942,baş aşağı gelmek,
9943,baş aşağı gitmek,
9951,baş başa bırakmak,
9952,baş başa kalmak,
9953,baş başa olmak,
9954,baş başa vermek,
9957,baş (veya başının) belası olmak,(birinin) 
9993,başıboş bırakmak,(birini veya bir şeyi) 
9994,başıboş kalmak,
10006,başka işi yok mu?,
10019,başkanlık etmek,
10039,başköşeye kurulmak,
10047,başlama!,
10051,başlangıç tutmak (veya almak),
10067,başlık almak,
10068,başlık atmak (veya koymak),
10069,başlık vermek,
10118,başrolü oynamak,(bir işte) 
10120,başsağlığında bulunmak,
10121,başsağlığı dilemek,
10125,başsız bırakmak,
10126,başsız kalmak,
10133,baş tacı etmek,
10185,batağa saplanmak,
10210,beş aşağı beş yukarı,
10211,beş parmağın beşi bir olmaz,
10212,beş parmağın hangisini kessen acımaz,
10220,beşer şaşar,
10232,beşiğini sallamak,
10233,beşikten mezara kadar,
10239,beşiklik etmek,
10251,beşlik simit gibi kurulmak,
10256,beş paralık etmek,
10257,beş paralık olmak,
10267,beti benzi kalmamak,
10268,beti benzi atmak (veya solmak veya uçmak veya kül kesilmek veya kireç kesilmek),
10269,beti bereketi kalmamak (veya kaçmak),
10276,beter etmek,
10277,beterin beteri var,
10295,beton gibi,
10308,bey ardından çomak (veya davul) çalan çok olur,
10309,bey gibi yaşamak,
10310,"bey mi yaman, el mi yaman",
10311,bey oturmak,
10312,beyler buyruğu yoksula kan ağlatır,
10315,beyan etmek,
10317,beyanat vermek (veya beyanatta bulunmak),
10321,beyaz sayfa açmak,
10322,beyaza çekmek,
10323,"beyazın adı, esmerin tadı",
10365,beyin yıkamak,
10366,beyni atmak,
10367,beyni bulanmak,
10368,beyni karıncalanmak (veya uyuşmak),
10369,beyni kaynamak,
10370,beyni sıçramak,
10371,beyni sulanmak,
10372,beyninde şimşekler çakmak (veya ışık yanmak),
10373,beyninden vurulmuşa dönmek,
10374,beynine girmek,
10375,beynine vurmak,
10376,beynini dağıtmak,
10377,beynini kemirmek,
10400,beylik çeşmesinden su içme,
10401,beylik fırın has çıkarır,
10417,"bez alırsan Mısır'dan, kız alırsan asilden",
10418,bez bağlamak,
10419,bezi herkesin arşınına göre vermezler,
10420,bezini yıkamak,
10458,bezginlik getirmek,
10479,bıcı bıcı yapmak,
10484,bıçak altına yatmak,
10485,bıçak atmak,
10486,bıçak bıçağa gelmek,
10487,bıçak çekmek,
10488,bıçak gibi,
10489,bıçak gibi kesilmek,
10490,bıçak gibi kesmek,
10491,bıçak gibi saplanmak,
10492,bıçak kemiğe dayanmak,
10493,bıçak kınını kesmez,
10494,bıçak silmek,
10495,bıçak suyu kesiyor,
10496,bıçak vurmak,
10497,"bıçak yarası geçer (veya onulur), dil yarası geçmez (veya onulmaz)",
10498,bıçak yemek,
10499,"bıçağı kestiren kendi suyu, insanı sevdiren kendi huyu",
10531,bıkkınlık gelmek,
10532,bıkkınlık vermek,
10535,bıkıp usanmak,
10540,bıldırcın gibi,
10541,bıldırcının beyliği arpa biçimine kadardır,
10558,bırak Allah'ını seversen,
10559,bırak ki,
10560,bıraktığı (veya bağladığı) yerde (veya çayırda) otlamak,(birinin) 
10564,bıyık altından gülmek,
10565,bıyık bırakmak,
10566,bıyık burmak (veya bükmek),
10587,cıyak cıyak etmek,
10598,cız etmek,
10616,cızlamı çekmek (veya cızlam etmek),
10626,cicim!,
10642,ciddiye almak,
10651,ciğer kebap olmak,
10652,ciğeri beş (veya on) para etmemek,
10653,ciğeri parçalanmak,
10654,ciğeri sızlamak,
10655,ciğeri yanmak,
10656,ciğerimin köşesi,
10657,ciğerine işlemek,(birinin) 
10658,ciğerine oturmak,
10659,ciğerini delmek (veya delip geçmek),
10660,ciğerini okumak,
10661,ciğerini sökmek,
10662,ciğerini yakmak,
10663,ciğerinin içini bilmek,
10664,ciğerleri bayram etmek,
10675,cihana gelmek,
10676,cihanı tutmak,
10688,cihat açmak,
10694,cila çekmek,
10695,cila vermek,(bir şeye) 
10730,cilve yapmak (veya satmak),
10740,cim karnında bir nokta,
10750,cimrilik etmek,
10752,cin cin bakmak,
10753,cin çarpmak,
10754,cin çarpmışa dönmek,
10755,cin damarına basmak,
10756,cin gibi,
10757,cin ifrit olmak (veya kesilmek),
10758,cin olmadan şeytan (veya adam) çarpmak,
10759,cin tutmak,
10760,cini tutmak,
10761,cinine gitmek,
10762,cinler cirit (veya top) oynamak,
10763,cinleri ayağa kalkmak,
10764,cinleri başına toplanmak (veya üşüşmek),
10765,cinleri (veya cin) tepesine çıkmak (veya binmek),
10772,cinayet işlemek,
10784,cinnet geçirmek,
10785,cinnet getirmek,
10787,cins horoz yumurtada öter,
10788,cins kedi ölüsünü göstermez,
10808,cirit atmak,
10809,cirit oynamak,
10815,ciro etmek,
10826,civanım!,
10876,cömert davranmak,
10877,"cömert derler maldan ederler, yiğit derler candan ederler",
10887,cukkayı yutmak,
10892,cumartesi kibarı gibi süslenmek,
10910,cumburlopu çekmek,
10926,cup diye,
10932,curcunaya çevirmek (veya döndürmek veya vermek),
10937,cübbe gibi,
10948,cüda etmek,
10954,cümbüş yapmak,
10970,cüret etmek,
10988,atıf yapmak (veya atıfta bulunmak),
11000,atılan ok geri dönmez,
11030,atladı geçti Genç Osman!,
11033,atlama taşı yapmak,
11055,atlıya saat olmaz,
11062,atıp (veya atmak) tutmak,
11063,atıyorum,
11064,"atma Recep, din kardeşiyiz",
11065,"atsan atılmaz, satsan satılmaz",
11066,attığı tırnağa değmemek,(bir şeyin birinin) 
11067,attığı tırnak kadar olamamak,
11099,auta atmak,
11100,auta çıkmak,
11102,"av avlanmış, tav tavlanmış",
11103,"av avlayanın, kemer bağlayanın",
11104,"av vuranın değil, alanın",
11105,ava çıkmak,
11106,"ava gelmez kuş olmaz, başa gelmez iş olmaz",
11107,ava giden avlanır,
11117,avanaklık etmek,
11120,avans almak,
11121,avans çekmek,
11122,avans vermek,
11132,avara etmek,
11133,avaraya almak,
11136,avare dolaşmak,
11137,avare etmek,
11138,avare olmak,
11145,avazı çıktığı kadar,
